temperature_C,vv,precipitation_level,year,month,day,dateindex
-1.6389501887923033,-0.7919015581570003,1,2021,1,18,1202118
-1.5075761536426238,-1.3112553145235348,1,2021,1,18,1202118
-0.9236915529774046,-0.20835801167774773,1,2021,1,18,1202118
-0.8215117478609929,-0.01384349618466341,1,2021,1,18,1202118
-1.0550655881270838,-0.01384349618466341,1,2021,1,18,1202118
-1.0988569331769686,-0.01384349618466341,1,2021,1,18,1202118
-1.0696627031437094,0.713640791759471,3,2021,1,19,1202119
-1.1718425082601212,-0.01384349618466341,3,2021,1,19,1202119
-1.2010367382933886,-0.01384349618466341,3,2021,1,19,1202119
-1.230230968326648,-1.3754451046362528,3,2021,1,19,1202119
-0.9820800130439314,0.4724427925480467,3,2021,1,19,1202119
-0.8507059778942522,0.4724427925480467,3,2021,1,19,1202119
-1.0988569331769686,0.4724427925480467,3,2021,1,19,1202119
-0.996677128060557,-0.30561526942428985,3,2021,1,19,1202119
-0.8944973229441453,1.441125079703606,2,2021,1,20,1202120
-0.909094437960779,-0.01384349618466341,2,2021,1,20,1202120
-0.7631232877944742,3.6119070726064253,2,2021,1,20,1202120
-0.8507059778942522,0.764214565787673,2,2021,1,20,1202120
-0.29601560726229226,0.4345124620268954,2,2021,1,20,1202120
-0.062461766996209506,1.1668596128583575,2,2021,1,20,1202120
-0.1646415721126212,0.4724427925480467,2,2021,1,20,1202120
-0.1500444570959874,0.4724427925480467,2,2021,1,20,1202120
-0.1500444570959874,0.4724427925480467,3,2021,1,21,1202121
-0.19383580214588053,-0.01384349618466341,3,2021,1,21,1202121
-0.9674828980272977,0.9587290812807573,3,2021,1,21,1202121
-0.8799002079275114,0.4724427925480467,3,2021,1,21,1202121
-0.5587636775616426,0.1952596079704018,3,2021,1,21,1202121
-0.631749252644795,-1.4551960559884172,3,2021,1,21,1202121
-0.35440406732881913,1.3078826365908434,3,2021,1,21,1202121
-0.38359829736207846,-0.026486939691713993,3,2021,1,21,1202121
-0.7193319427445811,-1.4785377978475873,3,2021,1,22,1202122
-1.0696627031437094,-1.0836733313966265,3,2021,1,22,1202122
-1.2740223133765411,-0.9864160736500843,3,2021,1,22,1202122
-1.3470078884596934,0.4724427925480467,3,2021,1,22,1202122
-1.0112742430771908,0.4724427925480467,3,2021,1,22,1202122
-0.6901377127113218,1.790278635013692,3,2021,1,22,1202122
-1.04046847311045,0.9587290812807573,3,2021,1,22,1202122
-1.186439623276755,-0.8774879449739572,3,2021,1,22,1202122
-1.2740223133765411,-0.13638764094530653,3,2021,1,23,1202123
-1.4491876935761052,-0.1879339875509738,3,2021,1,23,1202123
-1.4637848085927307,-1.4415800399039014,3,2021,1,23,1202123
-1.3470078884596934,-1.2781878468897108,3,2021,1,23,1202123
-1.1134540481936026,-0.01384349618466341,3,2021,1,23,1202123
-1.1280511632102364,0.9587290812807573,3,2021,1,23,1202123
-1.376202118492953,-0.01384349618466341,3,2021,1,23,1202123
-1.6243530737756693,-0.9280617190021591,3,2021,1,23,1202123
-1.8141155689918673,-0.7491083647485216,3,2021,1,24,1202124
-1.9600867191581721,-0.01384349618466341,3,2021,1,24,1202124
-1.9892809491914314,-0.2628220760158113,3,2021,1,24,1202124
-1.8141155689918673,-0.6110030587484319,3,2021,1,24,1202124
-1.551367498692517,0.3839386879986935,3,2021,1,24,1202124
-1.5805617287257763,-0.7919015581570003,3,2021,1,24,1202124
-1.4929790386259982,-0.7919015581570003,3,2021,1,24,1202124
-1.551367498692517,-0.07025270567765793,3,2021,1,24,1202124
-1.6389501887923033,-0.01384349618466341,1,2021,1,25,1202125
-1.551367498692517,2.8017541155777295,1,2021,1,25,1202125
-1.682741533842188,-0.01384349618466341,1,2021,1,25,1202125
-1.4783819236093645,0.7282293804214524,1,2021,1,25,1202125
-1.1426482782268619,-0.01384349618466341,1,2021,1,25,1202125
-1.0550655881270838,-0.17431797146645805,1,2021,1,25,1202125
-1.4637848085927307,1.2300768303936096,1,2021,1,25,1202125
-1.7411299939087148,-0.8220513080584282,1,2021,1,25,1202125
-1.8871011440750196,-0.005090342987474706,2,2021,1,26,1202126
-1.8725040290583859,0.36740495418178143,2,2021,1,26,1202126
-1.8725040290583859,1.4284816361965553,2,2021,1,26,1202126
-1.6973386488588218,-0.01384349618466341,2,2021,1,26,1202126
-1.419993463542846,0.43937532491422265,2,2021,1,26,1202126
-1.317813658426426,0.754488840013019,2,2021,1,26,1202126
-1.4783819236093645,-0.01384349618466341,2,2021,1,26,1202126
-1.4345905785594715,0.3732403896465741,2,2021,1,26,1202126
-1.4491876935761052,-0.01384349618466341,3,2021,1,27,1202127
-1.5221732686592577,-0.025514367114248628,3,2021,1,27,1202127
-1.536770383675883,-1.648737998904036,3,2021,1,27,1202127
-1.3907992335095782,-1.803377038721038,3,2021,1,27,1202127
-1.0842598181603431,-1.8422799418196547,3,2021,1,27,1202127
-0.9236915529774046,-1.813102764495692,3,2021,1,27,1202127
-0.7485261727778405,-1.5923287894110416,3,2021,1,27,1202127
-0.6901377127113218,-1.465894354340537,3,2021,1,27,1202127
-0.6463463676614287,-1.465894354340537,3,2021,1,28,1202128
-0.47118098746186465,-0.7889838404246039,3,2021,1,28,1202128
-0.29601560726229226,-1.6915311923125145,3,2021,1,28,1202128
-0.077058882012835,-0.7442455018611946,3,2021,1,28,1202128
0.14189784323662222,-0.7919015581570003,3,2021,1,28,1202128
0.0981064981867291,-0.7919015581570003,3,2021,1,28,1202128
-0.1062531120461026,2.371877036338014,3,2021,1,28,1202128
-0.1500444570959874,0.2789008496324282,3,2021,1,28,1202128
-0.1354473420793619,-1.1809305891431685,2,2021,1,29,1202129
-0.19383580214588053,-0.01384349618466341,2,2021,1,29,1202129
-0.32520983729555986,-0.01384349618466341,2,2021,1,29,1202129
-0.38359829736207846,0.45396391357620397,2,2021,1,29,1202129
-0.047864651979575706,-0.8230238806358938,2,2021,1,29,1202129
-0.39819541237871225,-0.7870386952696732,2,2021,1,29,1202129
-0.5003752174951239,-0.5001297849173739,2,2021,1,29,1202129
-0.7339290577612066,0.4724427925480467,2,2021,1,29,1202129
-0.8799002079275114,-0.48554119625539266,3,2021,1,30,1202130
-0.6609434826780543,-1.465894354340537,3,2021,1,30,1202130
-0.6755405976946881,-1.7654467081998866,3,2021,1,30,1202130
-0.4127925273953377,-0.7919015581570003,3,2021,1,30,1202130
0.0105238080869429,-0.5516761315230413,3,2021,1,30,1202130
-0.0916559970294688,-0.2025225762129551,3,2021,1,30,1202130
-0.31061272227892606,-0.8210787354809629,3,2021,1,30,1202130
-0.4857781024784901,-0.6537962521569104,3,2021,1,30,1202130
-0.5295694475283832,-1.6662443052984137,3,2021,1,31,1202131
-0.5587636775616426,-0.9864160736500843,3,2021,1,31,1202131
-0.8507059778942522,-1.6205333941575388,3,2021,1,31,1202131
-0.909094437960779,-1.2324769357488359,3,2021,1,31,1202131
-0.7777204028110998,-1.6176156764251424,3,2021,1,31,1202131
-0.544166562545017,-1.71584550674915,3,2021,1,31,1202131
-0.544166562545017,-1.7819804420167988,3,2021,1,31,1202131
-0.544166562545017,-1.7819804420167988,3,2021,1,31,1202131
-0.45658387244523085,0.4724427925480467,3,2021,10,1,1020211
-0.5733607925782763,0.4724427925480467,3,2021,10,1,1020211
-0.6171521376281695,0.4724427925480467,3,2021,10,1,1020211
0.12730072821998842,1.4352896442388134,3,2021,10,1,1020211
0.5068257186523842,0.4724427925480467,3,2021,10,1,1020211
0.3900487985193387,-0.48262347852299636,3,2021,10,1,1020211
0.1127036132033546,-1.6915311923125145,3,2021,10,1,1020211
0.1127036132033546,-0.5001297849173739,3,2021,10,1,1020211
0.0251209231035767,-0.5001297849173739,3,2021,10,2,1020212
0.0251209231035767,-0.5740453008047459,3,2021,10,2,1020212
0.0981064981867291,0.9246890410694675,3,2021,10,2,1020212
0.20028630330314082,0.9587290812807573,3,2021,10,2,1020212
0.6090055237687959,-0.34549074510037214,3,2021,10,2,1020212
0.49222860363575044,0.18067101930842047,3,2021,10,2,1020212
0.5798112937355366,-1.0836733313966265,3,2021,10,2,1020212
0.6236026387854214,-0.7919015581570003,3,2021,10,2,1020212
0.6381997538020553,1.778607764084107,3,2021,10,3,1020213
0.6090055237687959,-0.7919015581570003,3,2021,10,3,1020213
0.550617063702269,-1.7557209824252322,3,2021,10,3,1020213
0.5214228336690098,-0.5973870426639162,3,2021,10,3,1020213
0.18568918828650702,0.6037400905058785,3,2021,10,3,1020213
0.36085456848607944,0.5949869373086899,3,2021,10,3,1020213
0.15649495825324772,1.7484580141826789,3,2021,10,3,1020213
0.0105238080869429,3.170359122437125,3,2021,10,3,1020213
-0.2522242622124074,3.5185401051697447,2,2021,10,4,1020214
-0.4857781024784901,0.9587290812807573,2,2021,10,4,1020214
-0.6171521376281695,1.795141497901019,2,2021,10,4,1020214
0.12730072821998842,0.680573324125647,2,2021,10,4,1020214
0.6236026387854214,0.9587290812807573,2,2021,10,4,1020214
0.8133651340016194,1.5821481034360918,2,2021,10,4,1020214
0.4484372585858573,2.998213776225745,2,2021,10,4,1020214
0.33166033845281184,3.1256207838737153,2,2021,10,4,1020214
0.054315153136836006,0.9587290812807573,3,2021,10,5,1020215
-0.0916559970294688,1.87781016698558,3,2021,10,5,1020215
0.0251209231035767,0.4724427925480467,3,2021,10,5,1020215
0.1127036132033546,-1.1809305891431685,3,2021,10,5,1020215
0.4630343736024911,-0.3707776321144731,3,2021,10,5,1020215
0.43384014356923184,1.4450153700134678,3,2021,10,5,1020215
-0.018670421946316403,-0.01384349618466341,3,2021,10,5,1020215
-0.29601560726229226,1.7698546108869182,3,2021,10,5,1020215
-0.31061272227892606,-0.01384349618466341,2,2021,10,6,1020216
-0.38359829736207846,-0.01384349618466341,2,2021,10,6,1020216
-0.44198675742859705,1.3633192735063722,2,2021,10,6,1020216
0.1127036132033546,0.9587290812807573,2,2021,10,6,1020216
0.6236026387854214,0.4724427925480467,2,2021,10,6,1020216
0.6673939838353146,0.4724427925480467,2,2021,10,6,1020216
0.22948053333640012,0.4724427925480467,2,2021,10,6,1020216
-0.32520983729555986,1.2222962497738863,2,2021,10,6,1020216
-0.5879579075949019,0.4724427925480467,2,2021,10,7,1020217
-0.6463463676614287,-0.8113530097063085,2,2021,10,7,1020217
-0.8215117478609929,-0.01384349618466341,2,2021,10,7,1020217
0.3024661084195525,-0.42621426903000204,2,2021,10,7,1020217
0.6965882138685738,-0.026486939691713993,2,2021,10,7,1020217
0.7987680189849938,0.4724427925480467,2,2021,10,7,1020217
0.28786899340292704,0.4724427925480467,2,2021,10,7,1020217
-0.17923868712925503,0.4724427925480467,2,2021,10,7,1020217
-0.35440406732881913,0.4724427925480467,2,2021,10,8,1020218
-0.47118098746186465,0.4724427925480467,2,2021,10,8,1020218
-0.4857781024784901,-0.8920765336359385,2,2021,10,8,1020218
0.0689122681534698,-0.9825257833402227,2,2021,10,8,1020218
0.740379558918467,-0.6907540101005964,2,2021,10,8,1020218
0.915544939118031,-0.782175832382346,2,2021,10,8,1020218
0.40464591353596424,0.4724427925480467,2,2021,10,8,1020218
0.1127036132033546,0.35184379294233475,2,2021,10,8,1020218
-0.1646415721126212,-0.41065310779055514,2,2021,10,9,1020219
-0.2522242622124074,-0.7724501066076919,2,2021,10,9,1020219
-0.44198675742859705,-1.2781878468897108,2,2021,10,9,1020219
0.054315153136836006,-1.0836733313966265,2,2021,10,9,1020219
0.6381997538020553,-0.7919015581570003,2,2021,10,9,1020219
0.7695737889517262,-0.6995071632977853,2,2021,10,9,1020219
0.17109207326988152,-0.5001297849173739,2,2021,10,9,1020219
-0.062461766996209506,-0.5001297849173739,2,2021,10,9,1020219
-0.38359829736207846,-0.7919015581570003,2,2021,10,10,10202110
-0.631749252644795,-1.7751724339745407,2,2021,10,10,10202110
-0.6755405976946881,-1.8627039659464286,2,2021,10,10,10202110
-0.047864651979575706,-1.1809305891431685,2,2021,10,10,10202110
0.6381997538020553,-0.30561526942428985,2,2021,10,10,10202110
0.6965882138685738,-0.01384349618466341,2,2021,10,10,10202110
0.14189784323662222,-0.9864160736500843,2,2021,10,10,10202110
-0.28141849224566673,-1.3287616209179125,2,2021,10,10,10202110
-0.20843291716251433,-1.5612064669321482,2,2021,10,11,10202111
-0.1646415721126212,-1.7635015630449555,2,2021,10,11,10202111
-0.033267536962950206,-0.5964144700864505,2,2021,10,11,10202111
0.25867476336965944,-0.01384349618466341,2,2021,10,11,10202111
0.43384014356923184,1.3895787330979388,2,2021,10,11,10202111
0.40464591353596424,0.4724427925480467,2,2021,10,11,10202111
-0.047864651979575706,0.4724427925480467,2,2021,10,11,10202111
-0.38359829736207846,0.4724427925480467,2,2021,10,11,10202111
-0.6025550226115357,0.4724427925480467,2,2021,10,12,10202112
-0.7339290577612066,0.4724427925480467,2,2021,10,12,10202112
-0.8799002079275114,-0.01384349618466341,2,2021,10,12,10202112
-0.047864651979575706,-0.01384349618466341,2,2021,10,12,10202112
0.43384014356923184,0.7505985497031571,2,2021,10,12,10202112
0.3754516835027049,1.4586313860979838,2,2021,10,12,10202112
0.0981064981867291,0.4724427925480467,2,2021,10,12,10202112
-0.033267536962950206,1.1007246775907085,2,2021,10,12,10202112
-0.0916559970294688,0.4724427925480467,2,2021,10,13,10202113
-0.5587636775616426,0.4724427925480467,2,2021,10,13,10202113
-0.7047348277279474,0.28862657540708225,2,2021,10,13,10202113
-0.17923868712925503,0.764214565787673,2,2021,10,13,10202113
0.17109207326988152,0.9285793313793294,2,2021,10,13,10202113
0.3170632234361863,0.14857612425206176,2,2021,10,13,10202113
-0.39819541237871225,0.4724427925480467,2,2021,10,13,10202113
-0.8361088628776266,-0.3377101644806486,2,2021,10,13,10202113
-1.0696627031437094,-0.6440705263822561,2,2021,10,14,10202114
-1.186439623276755,-0.01384349618466341,2,2021,10,14,10202114
-1.3032165434098004,-0.7919015581570003,2,2021,10,14,10202114
-0.17923868712925503,-0.20835801167774773,2,2021,10,14,10202114
0.3900487985193387,-0.2472609147763646,2,2021,10,14,10202114
0.5360199486856435,0.8741152670412655,2,2021,10,14,10202114
-0.1062531120461026,-0.01384349618466341,2,2021,10,14,10202114
-0.38359829736207846,-0.01384349618466341,2,2021,10,14,10202114
-0.7923175178277335,-0.01384349618466341,1,2021,10,15,10202115
-1.0550655881270838,-1.5359195799180472,1,2021,10,15,10202115
-1.0696627031437094,-1.1906563149178229,1,2021,10,15,10202115
-0.39819541237871225,-1.1439728311994826,1,2021,10,15,10202115
0.41924302855259804,-0.6323996554526712,1,2021,10,15,10202115
0.5944084087521622,0.05326401166045055,1,2021,10,15,10202115
-0.004073306929682604,0.4724427925480467,1,2021,10,15,10202115
0.0251209231035767,-0.7053425987625778,1,2021,10,15,10202115
-0.1646415721126212,-1.4289365963968508,2,2021,10,16,10202116
-0.544166562545017,-1.1809305891431685,2,2021,10,16,10202116
-0.5587636775616426,-0.4544188737764991,2,2021,10,16,10202116
-0.062461766996209506,-0.08484129433963924,2,2021,10,16,10202116
0.5360199486856435,-0.08192357660724314,2,2021,10,16,10202116
0.652796868818689,-0.01384349618466341,2,2021,10,16,10202116
0.0397180381202022,-0.01384349618466341,2,2021,10,16,10202116
-0.5295694475283832,-0.01384349618466341,2,2021,10,16,10202116
-0.8944973229441453,-0.01384349618466341,2,2021,10,17,10202117
-1.0258713580938164,-0.5001297849173739,2,2021,10,17,10202117
-1.0988569331769686,-1.1809305891431685,2,2021,10,17,10202117
-0.35440406732881913,-0.5001297849173739,2,2021,10,17,10202117
0.34625745346944564,0.4724427925480467,2,2021,10,17,10202117
0.40464591353596424,0.4724427925480467,2,2021,10,17,10202117
-0.033267536962950206,0.4724427925480467,2,2021,10,17,10202117
-0.45658387244523085,0.4724427925480467,2,2021,10,17,10202117
-0.9674828980272977,0.4724427925480467,2,2021,10,18,10202118
-1.0112742430771908,0.4724427925480467,2,2021,10,18,10202118
-1.04046847311045,-0.9864160736500843,2,2021,10,18,10202118
-0.22303003217913983,-0.7919015581570003,2,2021,10,18,10202118
0.5944084087521622,-0.01384349618466341,2,2021,10,18,10202118
0.8279622490182532,1.4790554102247573,2,2021,10,18,10202118
0.6090055237687959,-0.01384349618466341,2,2021,10,18,10202118
0.36085456848607944,-0.9864160736500843,2,2021,10,18,10202118
0.41924302855259804,-0.5001297849173739,2,2021,10,19,10202119
0.4630343736024911,0.3508712203648694,2,2021,10,19,10202119
0.41924302855259804,-0.5001297849173739,2,2021,10,19,10202119
0.7257824439018414,-0.5001297849173739,2,2021,10,19,10202119
1.4118468496834724,-0.01384349618466341,2,2021,10,19,10202119
1.6016093448996704,-0.15389394733968415,2,2021,10,19,10202119
1.0469189742677103,0.4724427925480467,2,2021,10,19,10202119
0.6965882138685738,0.4724427925480467,2,2021,10,19,10202119
0.49222860363575044,0.4724427925480467,2,2021,10,20,10202120
0.3900487985193387,0.4724427925480467,2,2021,10,20,10202120
0.3754516835027049,0.21373848694224498,2,2021,10,20,10202120
0.43384014356923184,-0.2754655195228617,2,2021,10,20,10202120
0.7549766739351008,0.16608243064643918,2,2021,10,20,10202120
0.973933399184558,-0.2929718259172393,2,2021,10,20,10202120
0.7841709039683601,-0.01384349618466341,2,2021,10,20,10202120
0.7987680189849938,0.4131158653226561,2,2021,10,20,10202120
0.17109207326988152,-0.02259664938185253,3,2021,10,21,10202121
0.0251209231035767,0.9587290812807573,3,2021,10,21,10202121
-0.26682137722903293,0.9587290812807573,3,2021,10,21,10202121
0.0251209231035767,0.9587290812807573,3,2021,10,21,10202121
0.054315153136836006,-1.2781878468897108,3,2021,10,21,10202121
0.33166033845281184,0.7583791303228808,3,2020,10,1,1020201
0.22948053333640012,-1.13813739573469,3,2020,10,1,1020201
0.0981064981867291,-0.25504149539608795,3,2020,10,1,1020201
0.12730072821998842,-0.5001297849173739,3,2020,10,1,1020201
0.5944084087521622,-1.4367171770165743,3,2020,10,1,1020201
0.3024661084195525,-0.43983028511451777,3,2020,10,1,1020201
0.0835093831700953,-0.01384349618466341,3,2020,10,1,1020201
-0.17923868712925503,0.4724427925480467,3,2020,10,1,1020201
-0.19383580214588053,0.4724427925480467,3,2020,10,2,1020202
-0.2522242622124074,-1.5719047652842677,3,2020,10,2,1020202
-0.1354473420793619,-1.4007319916503538,3,2020,10,2,1020202
-0.004073306929682604,-0.5001297849173739,3,2020,10,2,1020202
0.24407764835303392,-1.2198334922417855,3,2020,10,2,1020202
0.054315153136836006,-0.01384349618466341,3,2020,10,2,1020202
-0.004073306929682604,-0.01384349618466341,3,2020,10,2,1020202
-0.062461766996209506,-1.156616274706533,3,2020,10,2,1020202
-0.20843291716251433,-0.6820008569034077,3,2020,10,3,1020203
-0.32520983729555986,1.775690046351711,3,2020,10,3,1020203
-0.5733607925782763,-0.023569221959317894,3,2020,10,3,1020203
-0.047864651979575706,0.8818958476609888,3,2020,10,3,1020203
0.0689122681534698,2.0032720294786195,3,2020,10,3,1020203
0.0689122681534698,3.324998162254126,3,2020,10,3,1020203
-0.1646415721126212,2.5294337938874123,3,2020,10,3,1020203
